path,count
ng-next-app/src/app/plugins/wcp-ui/general/components/wcp-service-error/wcp-service-error.html,4
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/daemonsets/namespace-daemonsets.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/deployments/namespace-deployments.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/guestclusters/namespace-guestclusters.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/jobs/namespace-jobs.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/pods/namespace-pods.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/replicasets/namespace-replicasets.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/replicationcontrollers/namespace-replicationcontrollers.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/statefulsets/namespace-statefulsets.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/compute/virtualmachines/namespace-virtualmachines.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/configure/resource-quota/edit/namespace-resource-quota-edit.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/configure/resource-quota/namespace-resource-quota.html,12
ng-next-app/src/app/plugins/wcp-ui/namespace/network/modals/namespace-addresses-modal.html,4
ng-next-app/src/app/plugins/wcp-ui/namespace/network/namespace-endpoints/namespace-endpoints.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/network/namespace-ingress/namespace-ingress.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/network/namespace-services/namespace-services.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/network/network-policies/network-policies.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/permission/add-edit-permission-modal/namespace-add-edit-permission-modal.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/permission/add-edit-permission-modal/namespace-permission-identity-source-selector/namespace-permission-identity-source-selector.html,2
ng-next-app/src/app/plugins/wcp-ui/namespace/permission/add-edit-permission-modal/namespace-permission-role-selector/namespace-permission-role-selector.html,5
ng-next-app/src/app/plugins/wcp-ui/namespace/permission/add-edit-permission-modal/namespace-permission-user-group-selector/namespace-permission-user-group-selector.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/permission/card/namespace-permission-card.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/renderers/namespace-ready-addresses-renderer.html,2
ng-next-app/src/app/plugins/wcp-ui/namespace/renderers/namespace-rules-renderer.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/renderers/namespace-yaml-renderer.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/storage/card/namespace-storage-card.html,1
ng-next-app/src/app/plugins/wcp-ui/namespace/storage/namespace-configmap/namespace-configmap.html,1
